Index,Movie,Reco
3800,Hell's Angels,"['The Prisoner of Zenda', 'The Love Letter', '42nd Street', 'She Wore a Yellow Ribbon', 'Une Femme Mariée', 'Dogtown and Z-Boys']"
3801,Purple Violets,"['American Desi', 'The Basket', 'Sur le seuil', 'Only the Strong', 'March or Die', 'Just Looking']"
3802,The Veil,"['Out of the Dark', 'The Sleepwalker', 'The Lost Medallion: The Adventures of Billy Stone', 'Dawn Patrol', 'Black Nativity', 'Adulterers']"
3803,The Loved Ones,"['Obvious Child', 'Cheap Thrills', 'Celeste & Jesse Forever', 'Bad Words', 'Hot Rod', 'The Art of Getting By']"
3804,No Vacancy,"['Diamond Ruff', 'Alien Zone', 'Foolish', ""A Warrior's Tail"", 'B-Girl', 'The Young Unknowns']"
3805,The Perfect Wave,"['And Then Came Love', 'Something Wicked', 'Against the Wild', 'Midnight Cabaret', 'The Frozen', 'Eden']"
3806,Ben-Hur,"['Ben-Hur', 'An Unfinished Life', 'Dolphin Tale 2', 'High Crimes', 'Kiss the Girls', 'Hard Rain']"
3807,A Man for All Seasons,"['All That Jazz', 'Nine Queens', 'Red River', 'Cat on a Hot Tin Roof', 'From Here to Eternity', 'How Green Was My Valley']"
3808,Network,"['To Kill a Mockingbird', 'We Own the Night', 'Open Range', 'Sling Blade', 'The 6th Day', 'A Civil Action']"
3809,Gone with the Wind,"['Magnolia', 'The Thin Red Line', 'Dances with Wolves', 'Braveheart', 'The Pianist', 'Amadeus']"
3810,Desert Dancer,"['Saving Private Perez', 'Three Kingdoms: Resurrection of the Dragon', 'The Cry of the Owl', 'Princess Kaiulani', 'August', 'The Other End of the Line']"
3811,Major Dundee,"['Sweet Charity', '55 Days at Peking', 'For Greater Glory: The True Story of Cristiada', 'Bodyguards and Assassins', 'Ride with the Devil', 'Ramanujan']"
3812,Down for Life,"['Brotherly Love', 'Harrison Montgomery', 'Kevin Hart: Laugh at My Pain', 'Out of the Blue', 'The Dress', 'Lovely, Still']"
3813,Annie Get Your Gun,"['The Pirate', 'Show Boat', 'Sands of Iwo Jima', ""Alexander's Ragtime Band"", 'The Charge of the Light Brigade', 'State Fair']"
3814,Four Lions,"['Submarine', ""It's Kind of a Funny Story"", 'Beginners', 'The Sessions', 'Persepolis', 'Another Earth']"
3815,House of Sand,"['Mississippi Mermaid', 'Shinjuku Incident', 'The Color of Freedom', 'To Save a Life', 'Molière', 'Without Limits']"
3816,Defendor,"['History of the World: Part I', 'Imagine Me & You', 'Detroit Rock City', 'The Broken Hearts Club: A Romantic Comedy', 'Catch a Fire', 'Thumbsucker']"
3817,The Pirate,"['The Charge of the Light Brigade', 'Annie Get Your Gun', 'State Fair', 'Show Boat', 'Slacker', 'Une Femme Mariée']"
3818,The Good Heart,"['Wah-Wah', 'Brick Lane', 'Shooting Fish', 'The Greatest', 'A Shine of Rainbows', 'The Chambermaid on the Titanic']"
3819,The History Boys,"['The Salton Sea', 'Spun', 'Four Rooms', '8 Women', 'Mrs Henderson Presents', 'Body Double']"
3820,Unknown,"['Unknown', 'Non-Stop', 'The Grey', 'Taken 3', 'Ted 2', 'A Million Ways to Die in the West']"
3821,Midnight Cowboy,"['The Man Who Shot Liberty Valance', 'Dead Man Walking', 'The Piano', 'Lilya 4-Ever', 'The Ice Storm', 'The French Connection']"
3822,The Full Monty,"['The Ghost and the Darkness', 'The Debt', 'Unfinished Business', 'Oscar and Lucinda', 'The Exorcism of Emily Rose', 'Black Knight']"
3823,Airplane!,"['Office Space', 'The Crow', 'The Texas Chain Saw Massacre', 'The Texas Chain Saw Massacre', 'Bad Santa', 'South Park: Bigger Longer & Uncut']"
3824,Chain of Command,"['Echo Dr.', 'Larry the Cable Guy: Health Inspector', 'The Lion of Judah', 'Extreme Movie', 'The Stewardesses', 'In the Name of the King: The Last Job']"
3825,Friday,"['Swingers', 'A Mighty Wind', 'The Muppet Christmas Carol', 'The Squid and the Whale', 'Dirty Pretty Things', 'Fast Times at Ridgemont High']"
3826,Menace II Society,"['In the Company of Men', 'Bella', 'The Mighty', 'Somewhere in Time', 'Exotica', 'Sorcerer']"
3827,Creepshow 2,"['Reno 911!: Miami', 'Muppets from Space', 'The Goods: Live Hard, Sell Hard', 'Cecil B. DeMented', 'Duplex', 'Absentia']"
3828,The Ballad of Cable Hogue,"['The Black Stallion', 'Brigham City', 'Aimee & Jaguar', 'Limbo', 'The Ultimate Gift', 'Fuel']"
3829,In Cold Blood,"['Nowhere in Africa', 'City of Life and Death', 'The Hustler', 'Airlift', 'Manderlay', 'The Good, the Bad, the Weird']"
3830,The Nun's Story,"['Elmer Gantry', 'Maurice', 'Henry V', 'As It Is in Heaven', 'The Train', 'UHF']"
3831,Harper,"['To Save a Life', 'Beneath Hill 60', 'Without Limits', 'The Color of Freedom', 'Courage', 'Bon Cop Bad Cop']"
3832,Frenzy,"['The Greatest Game Ever Played', 'Lilya 4-Ever', 'Nine Queens', 'Monsoon Wedding', 'You Can Count on Me', 'Pollock']"
3833,The Witch,"['Philomena', 'Inside Llewyn Davis', 'Mama', 'The Muppets', 'Chronicle', 'Tucker and Dale vs Evil']"
3834,I Got the Hook Up,"['Blonde Ambition', 'The Cookout', ""The Devil's Tomb"", 'Def-Con 4', 'The Wicked Lady', 'Megaforce']"
3835,She's the One,"['Return of the Living Dead III', 'Split Second', 'Not Easily Broken', 'Tales from the Hood', ""St. Trinian's"", 'Harley Davidson and the Marlboro Man']"
3836,Gods and Monsters,"['Blow Out', 'The Proposition', 'Three Burials', 'Akeelah and the Bee', 'The Secret Life of Bees', ""Sarah's Key""]"
3837,The Secret in Their Eyes,"['The Book Thief', 'Incendies', 'Selma', 'Perfume: The Story of a Murderer', 'Biutiful', 'The Next Three Days']"
3838,Day of the Dead,"['Day of the Dead', 'Hellraiser', 'Shaolin Soccer', 'Tremors', 'Bubba Ho-Tep', 'Notes on a Scandal']"
3839,Train,"['Modern Problems', 'Decoys', 'American Ninja 2: The Confrontation', 'The Wash', 'Held Up', 'House Party 2']"
3840,Evil Dead II,"['Army of Darkness', 'The Evil Dead', 'A Simple Plan', 'Drag Me to Hell', 'Oz the Great and Powerful', 'Oz the Great and Powerful']"
3841,Pootie Tang,"['November', 'Stealing Harvard', '20 Dates', 'ZMD: Zombies of Mass Destruction', 'Spy Hard', 'Closure']"
3842,Sharknado,"['Rubber', 'Justin Bieber: Never Say Never', 'Chernobyl Diaries', 'Paranormal Activity 4', 'Hobo with a Shotgun', 'Pride and Prejudice and Zombies']"
3843,La otra conquista,"['Facing the Giants', 'The End of the Affair', 'Young Guns', 'To Die For', 'Return to Oz', 'Ararat']"
3844,Trollhunter,"['Begin Again', 'Fright Night', 'Trance', 'Safety Not Guaranteed', 'Philomena', 'The Boy in the Striped Pajamas']"
3845,Ira & Abby,"['Cotton Comes to Harlem', 'The Basket', 'The Heart of Me', 'Just Looking', 'Deterrence', 'Dancer, Texas Pop. 81']"
3846,The Watch,"['The Watch', 'Pompeii', 'Final Destination 5', 'Lockout', 'The Possession', 'Krampus']"
3847,Winter Passing,"['The Beastmaster', 'Eulogy', 'Never Again', 'Savage Grace', 'Driving Lessons', 'City Hall']"
3848,D.E.B.S.,"['Woman on Top', 'Strange Wilderness', 'Fun Size', 'Simply Irresistible', 'Head Over Heels', 'Peeples']"
3849,The Betrayed,"['Iguana', 'The Blue Butterfly', 'Show Me', 'Stiff Upper Lips', 'Chicago Overcoat', 'Penitentiary']"
3850,Taxman,"['Troop Beverly Hills', 'Tycoon', 'The Big Swap', 'Over the Hill to the Poorhouse', 'My Last Day Without You', 'Show Me']"
3851,2:13,"['The Lost Medallion: The Adventures of Billy Stone', 'Adulterers', 'The Sleepwalker', 'The Veil', 'All Hat', 'Dawn Patrol']"
3852,"Batman: The Dark Knight Returns, Part 2","['Lake of Fire', 'Rocket Singh: Salesman of the Year', 'Yeh Jawaani Hai Deewani', 'Namastey London', 'The Big Parade', ""You Can't Take It with You""]"
3853,In the Name of the King: The Last Job,"['Dry Spell', 'Echo Dr.', 'My Big Fat Independent Movie', 'The Dead Undead', 'The Lion of Judah', 'Extreme Movie']"
3854,Wicked Blood,"['Civil Brand', ""Trippin'"", 'How to Be a Player', 'The Hit List', 'Yesterday Was a Lie', 'We Have Your Husband']"
3855,Dawn Patrol,"['Rockaway', 'Adulterers', 'Detention of the Dead', 'The Sleepwalker', 'Out of the Dark', 'The Veil']"
3856,Lords of London,"['Raymond Did It', ""Neal 'N' Nikki"", 'Galaxina', 'Rotor DR1', 'Alien Uprising', 'Shanghai Surprise']"
3857,High Anxiety,"['Chuck & Buck', 'Mambo Italiano', 'Sherrybaby', 'Lovely & Amazing', 'A Monster in Paris', 'Flirting with Disaster']"
3858,March of the Penguins,"['Driving Miss Daisy', 'Dolphin Tale', 'Unleashed', 'Along Came a Spider', 'Nurse Betty', 'Kiss the Girls']"
3859,Margin Call,"['Pay It Forward', 'Horrible Bosses 2', 'The Men Who Stare at Goats', 'Glengarry Glen Ross', '21', 'K-PAX']"
3860,August,"['Princess Kaiulani', 'Machine Gun McCain', 'Saving Private Perez', 'Desert Dancer', 'Gabriela', 'The Cry of the Owl']"
3861,Choke,"['My Summer of Love', 'Hamlet 2', ""But I'm a Cheerleader"", 'Sound of My Voice', 'For Your Consideration', 'Grave Encounters']"
3862,Whiplash,"['Terminator Genisys', 'Juno', 'Juno', 'Up in the Air', 'Burn After Reading', 'Megamind']"
3863,City of God,"['Spirited Away', 'The Pianist', 'The Good, the Bad and the Ugly', 'Psycho', 'Scarface', 'Kill Bill: Vol. 2']"
3864,Human Traffic,"['Better Luck Tomorrow', 'L.I.E.', 'The Mighty', 'Exotica', 'Freeway', 'Poolhall Junkies']"
3865,Day One,"['The Singles Ward', 'Naturally Native', 'Krush Groove', 'The Business of Fancydancing', 'Crying with Laughter', 'There Goes My Baby']"
3866,The Dead Girl,"['Palo Alto', 'Sausage Party', 'Whatever It Takes', 'The Great Raid', 'Flyboys', 'In the Valley of Elah']"
3867,The Hunt,"['A Separation', 'Before Midnight', 'Seven Psychopaths', 'The Raid: Redemption', 'In Bruges', 'The Master']"
3868,A Christmas Story,"['This Is England', 'Religulous', 'Dr. No', 'Ponyo', 'Persepolis', 'Y Tu Mamá También']"
3869,Bella,"['Welcome to the Dollhouse', 'Waiting for Guffman', 'A Better Life', 'Elling', 'Caramel', 'L.I.E.']"
3870,Class of 1984,"['Phantasm II', 'Morvern Callar', 'Sherrybaby', 'Cypher', 'The Perfect Host', 'Kit Kittredge: An American Girl']"
3871,The Opposite Sex,"['Teeth and Blood', 'Sanctuary; Quite a Conundrum', 'Roadside', 'Elza', 'This Is Martin Bonner', 'Frat Party']"
3872,Dreaming of Joseph Lees,"['The Living Wake', 'Newlyweds', 'Freedom', 'Road Hard', 'Shooting the Warwicks', 'Jimmy and Judy']"
3873,The Class,"[""Barney's Version"", '2046', 'Mongol: The Rise of Genghis Khan', 'The Painted Veil', 'Joyeux Noel', 'The Sea Inside']"
3874,Rosemary's Baby,"['The Blues Brothers', 'Metropolis', 'Some Like It Hot', 'I Am Sam', 'Sicko', 'The Constant Gardener']"
3875,The Man Who Shot Liberty Valance,"['Midnight Cowboy', 'Lilya 4-Ever', 'Touching the Void', 'Nine Queens', 'The Namesake', 'You Can Count on Me']"
3876,Adam,"['The Wackness', 'Point Blank', 'The Young and Prodigious T.S. Spivet', 'Winter in Wartime', 'Buffalo Soldiers', 'Red Dog']"
3877,Maria Full of Grace,"['Narc', 'Dirty Pretty Things', 'City Island', 'Hedwig and the Angry Inch', 'The Damned United', 'Transamerica']"
3878,Beginners,"['Four Lions', 'Submarine', ""It's Kind of a Funny Story"", 'Holy Motors', 'The Sessions', 'Capitalism: A Love Story']"
3879,Feast,"['Quarantine', 'Armored', 'The Amityville Horror', 'Firewall', 'Evan Almighty', 'Hostage']"
3880,Animal House,"['The Mask', 'Fatal Attraction', 'The Karate Kid', 'The Karate Kid', 'When Harry Met Sally...', 'Role Models']"
3881,Goldfinger,"['Clerks', ""Singin' in the Rain"", 'Dr. No', 'From Russia with Love', 'Young Frankenstein', 'Fantasia']"
3882,Antiviral,"['Monte Carlo', 'We Are Your Friends', 'Our Brand Is Crisis', 'Damsels in Distress', 'Code 46', 'The Texas Chainsaw Massacre 2']"
3883,It's a Wonderful Life,"['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', '12 Angry Men', 'Trainspotting', 'A Separation', 'The Thing', 'The Butterfly Effect']"
3884,Trainspotting,"['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Monty Python and the Holy Grail', 'Predator', 'The Illusionist', 'The Wizard of Oz', 'Stand by Me']"
3885,The Original Kings of Comedy,"['Crooklyn', 'Get on the Bus', 'School Daze', 'Bamboozled', ""She's Gotta Have It"", 'Summer of Sam']"
3886,Paranormal Activity 2,"['Paranormal Activity 3', 'Brüno', 'Splice', 'Hot Tub Time Machine', 'Bad Grandpa', 'Bad Teacher']"
3887,Waking Ned Devine,"['Tsotsi', 'Igby Goes Down', 'Rabbit-Proof Fence', ""Grandma's Boy"", 'The Wackness', 'Adam']"
3888,Bowling for Columbine,"['Being John Malkovich', 'The Constant Gardener', 'Hotel Rwanda', 'Some Like It Hot', 'High Fidelity', 'Chocolat']"
3889,Coming Home,"['Loose Cannons', 'Imaginary Heroes', 'Pat Garrett & Billy the Kid', 'Exiled', 'Trash', 'The Return of the Pink Panther']"
3890,A Nightmare on Elm Street 2: Freddy's Revenge,"['Paul Blart: Mall Cop', 'Bride of Chucky', 'The Sitter', 'Deuce Bigalow: Male Gigolo', 'The Sweetest Thing', 'Jason Lives: Friday the 13th Part VI']"
3891,A Room with a View,"['The Misfits', ""L'auberge espagnole"", 'Brother', 'My Life Without Me', 'Bloody Sunday', 'Moby Dick']"
3892,The Purge,"['Dracula Untold', 'Annabelle', 'Hansel & Gretel: Witch Hunters', 'The Visit', 'The Woman in Black', 'After Earth']"
3893,Sinister,"['It Follows', 'Dredd', 'Dredd', ""The World's End"", 'Seven Psychopaths', 'Insidious']"
3894,Martin Lawrence Live: Runteldat,"['Bright Lights, Big City', 'Invasion U.S.A.', 'Poetic Justice', 'Bogus', 'The Players Club', 'Viy']"
3895,Cat on a Hot Tin Roof,"['Nine Queens', 'The Conformist', 'No End in Sight', 'A Man for All Seasons', 'Touching the Void', 'Lilya 4-Ever']"
3896,Beneath the Planet of the Apes,"['Pathology', 'Undisputed', 'Escape from the Planet of the Apes', 'Barbarella', ""April Fool's Day"", 'The Cottage']"
3897,Air Bud,"['Action Jackson', 'Here on Earth', ""Max Keeble's Big Move"", 'The Glimmer Man', 'The Ten', ""Isn't She Great""]"
3898,Pokémon 3: The Movie,"['The Ice Pirates', 'Malone', 'Time Changer', 'Stone Cold', 'Salvation Boulevard', '8 Heads in a Duffel Bag']"
3899,Jason Lives: Friday the 13th Part VI,"['Halloween 4: The Return of Michael Myers', 'The Sitter', 'Wanderlust', 'The Wedding Date', 'Saw VI', ""A Nightmare on Elm Street 2: Freddy's Revenge""]"
3900,The Bridge on the River Kwai,"['My Fair Lady', 'The Great Escape', 'The Abyss', 'Patton', 'Baahubali: The Beginning', 'Boogie Nights']"
3901,Spaced Invaders,"['Under the Rainbow', 'Pound of Flesh', 'Addicted', 'Captive', '8 Heads in a Duffel Bag', 'Dungeons & Dragons: Wrath of the Dragon God']"
3902,Family Plot,"['El crimen del padre Amaro', 'Zero Effect', 'Tea with Mussolini', 'The Lucky Ones', 'Brother', 'The Rose']"
3903,The Apartment,"['A Very Long Engagement', 'The Kite Runner', 'The White Ribbon', 'Black Book', 'The Sea Inside', 'The Wild Bunch']"
3904,Jason Goes to Hell: The Final Friday,"['Deuce Bigalow: European Gigolo', 'Superhero Movie', 'The Marine', 'The Animal', 'Seed of Chucky', 'Meet Dave']"
3905,Torn Curtain,"['Mommie Dearest', 'Limbo', 'The Rose', 'The Boys from Brazil', 'The White Countess', 'Family Plot']"
3906,Dave Chappelle's Block Party,"['Soul Kitchen', 'Mirrormask', 'A Better Life', 'Being Julia', 'The Salton Sea', 'In the Company of Men']"
3907,Slow West,"['Our Idiot Brother', 'Cedar Rapids', 'The House of the Devil', '[Rec] 2', 'Waiting...', 'The Howling']"
3908,Krush Groove,"['Bang', 'Mooz-Lum', 'There Goes My Baby', 'The Singles Ward', 'Crying with Laughter', 'House at the End of the Drive']"
3909,Next Day Air,"['Showdown in Little Tokyo', 'Never Back Down 2: The Beatdown', 'Screwed', 'Digimon: The Movie', 'The Battle of Shaker Heights', 'The Crew']"
3910,Elmer Gantry,"[""The Nun's Story"", 'Maurice', 'Henry V', 'The Train', 'The Big Parade', 'Quo Vadis']"
3911,Judgment at Nuremberg,"['The Right Stuff', 'Reds', 'Patton', 'The Baader Meinhof Complex', 'Barry Lyndon', 'The Longest Day']"
3912,Trippin',"['How to Be a Player', 'Civil Brand', 'House Party 2', 'Modern Problems', 'Wicked Blood', 'The Pallbearer']"
3913,Red River,"['From Here to Eternity', 'A Man for All Seasons', ""You Can't Take It with You"", ""Intolerance: Love's Struggle Throughout the Ages"", 'How Green Was My Valley', 'Ordet']"
3914,Phat Girlz,"['Teen Wolf Too', 'Bucky Larson: Born to Be a Star', 'How She Move', 'Witless Protection', 'Steel', 'Megaforce']"
3915,Before Midnight,"['The Raid: Redemption', 'The Hunt', 'Seven Psychopaths', 'Inside Llewyn Davis', ""The World's End"", 'A Separation']"
3916,Teen Wolf Too,"['How She Move', 'Phat Girlz', 'Bucky Larson: Born to Be a Star', 'Witless Protection', 'An Alan Smithee Film: Burn Hollywood Burn', 'Shanghai Surprise']"
3917,Phantasm II,"['Happy, Texas', 'Class of 1984', 'Sherrybaby', 'Outside Providence', 'Morvern Callar', 'Chuck & Buck']"
3918,Woman Thou Art Loosed,"['A Lego Brickumentary', 'Crying with Laughter', '1982', 'Mooz-Lum', ""Love's Abiding Joy"", 'Deceptive Practice: The Mysteries and Mentors of Ricky Jay']"
3919,Real Women Have Curves,"['The Lost Skeleton of Cadavra', 'Lovely & Amazing', 'Smoke Signals', 'The Perfect Host', 'Flirting with Disaster', 'Cypher']"
3920,Water,"['Hud', 'Central Station', 'The Second Mother', 'Standard Operating Procedure', 'Pierrot le Fou', 'Trade']"
3921,East Is East,"['Cypher', 'Wonderland', 'Kissing Jessica Stein', 'The Perfect Host', 'Caramel', 'A Better Life']"
3922,Whipped,"['Hansel & Gretel Get Baked', 'On the Line', ""My Baby's Daddy"", 'Chasing Papi', 'The Virginity Hit', 'The Jerky Boys']"
3923,Kama Sutra: A Tale of Love,"['Blue Like Jazz', 'September Dawn', 'Warlock', 'Lone Wolf McQuade', 'The Hotel New Hampshire', 'Forty Shades of Blue']"
3924,Please Give,"['Martian Child', 'Pieces of April', 'Ready to Rumble', 'Simon Birch', 'Lake Placid', ""Don't Say a Word""]"
3925,Willy Wonka & the Chocolate Factory,"['High Noon', 'Eraserhead', 'Modern Times', 'The Triplets of Belleville', 'The Celebration', 'Pinocchio']"
3926,Warlock: The Armageddon,"['Under the Rainbow', 'Plush', 'Malone', '8 Heads in a Duffel Bag', 'The 5th Quarter', 'Captive']"
3927,8 Heads in a Duffel Bag,"['Into the Grizzly Maze', 'Captive', 'Salvation Boulevard', 'Malone', 'The Brothers Solomon', 'Under the Rainbow']"
3928,Days of Heaven,"['Hedwig and the Angry Inch', 'The Return', 'Weekend', 'The Damned United', ""Dead Man's Shoes"", 'Maria Full of Grace']"
3929,Thirteen Conversations About One Thing,"['The Newton Boys', 'Free State of Jones', 'Frailty', 'Bernie', 'We Are Marshall', 'Lone Star']"
3930,Jawbreaker,"['Hoot', 'They Came Together', 'Sleepover', 'The Forsaken', 'Baggage Claim', 'The Ten']"
3931,Basquiat,"['Romeo Is Bleeding', 'Criminal', 'The Magic Sword: Quest for Camelot', 'The Scarlet Letter', 'Lost in Space', 'The Unborn']"
3932,Frances Ha,"['The Sessions', 'Another Earth', 'Fruitvale Station', 'Super', 'Submarine', 'Four Lions']"
3933,Tsotsi,"['Igby Goes Down', 'Sleep Tight', 'Waking Ned Devine', 'The Cooler', 'The Wackness', 'Exam']"
3934,Happiness,"['Synecdoche, New York', 'Pirate Radio', 'Capote', 'The Savages', 'Doubt', 'A Most Wanted Man']"
3935,DysFunktional Family,"['Broken Vessels', 'Interview with the Assassin', 'Opal Dream', 'Walking and Talking', 'Stiff Upper Lips', 'The Incredibly True Adventure of Two Girls in Love']"
3936,Tusk,"['Mortdecai', 'Secret Window', ""The Astronaut's Wife"", ""The Astronaut's Wife"", 'The Libertine', ""Freddy's Dead: The Final Nightmare""]"
3937,Oldboy,"['Spirited Away', 'The Hurt Locker', 'The Thing', 'Psycho', 'City of God', 'Hot Fuzz']"
3938,Letters to God,"['Boynton Beach Club', 'The Inkwell', 'Deterrence', 'The Basket', 'The Perez Family', 'March or Die']"
3939,Hobo with a Shotgun,"['Insidious: Chapter 3', 'Final Destination 5', 'Rubber', 'Devil', 'Attack the Block', 'Krampus']"
